着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010107
1,6,7,テイエムシップウ,牡3,53,北村友一,0:58.9,,**,1-2,35.7,14.9,5,460(+4),,,,[西] 岩元市三,竹園正繼,740.0,200701010107
2,5,5,コルサトウショウ,牝4,55,藤岡佑介,0:59.0,1/2,**,2-1,35.7,3.7,3,470(0),,,,[東] 土田稔,トウショウ産業,300.0,200701010107
3,3,3,リヒター,牝4,52,黛弘人,0:59.1,1/2,**,4-4,35.5,9.2,4,482(0),,,,[東] 大江原哲,井上一郎,190.0,200701010107
4,8,11,プラグマティック,牡3,54,岩田康誠,0:59.2,3/4,**,4-5,35.6,2.4,1,542(-2),,,,[西] 中竹和也,ヒダカ・ブリーダーズ・ユニオン,110.0,200701010107
5,6,8,ジーティーピーチ,牝6,55,柴山雄一,0:59.5,2,**,8-8,35.6,91.7,8,466(+14),,,,[西] 橋本寿正,グリーンテック,74.0,200701010107
6,7,9,マイティーキラー,牡4,57,小林徹弥,0:59.6,クビ,**,3-2,36.2,3.5,2,490(-2),,,,[西] 宮徹,小川勲,,200701010107
7,5,6,ペプチドジャスミン,牝4,55,武英智,0:59.8,1,**,4-6,36.2,31.0,7,444(+6),,,,[西] 境直行,沼川一彦,,200701010107
8,4,4,グレートモア,牡4,57,伊藤直人,0:59.8,アタマ,**,10-9,35.5,136.0,10,478(-4),,,,[東] 小林常泰,堀越毅一,,200701010107
9,7,10,ケイアイシュンライ,牡4,57,北村浩平,0:59.9,クビ,**,10-9,35.5,108.6,9,426(+6),,,,[西] 鹿戸明,ケイアイホース,,200701010107
10,2,2,プレーザヒーロー,牡3,54,松田大作,1:00.1,1.1/4,**,9-9,36.1,29.1,6,492(+2),,,,[西] 五十嵐忠,山田貞蔵,,200701010107
11,8,12,ヨシブリザード,牡6,57,須貝尚介,1:00.5,2.1/2,**,7-6,36.8,152.3,11,474(-2),,,,[東] 浅野洋一,田辺喜彦,,200701010107
除,1,1,アンダンテシチー,牝4,55,秋山真一,,,**,,,---,,434(-8),,,,[東] 加賀武見,友駿ホースクラブ,,200701010107
