着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050207
1,3,3,ダイワマックワン,牡2,55,武士沢友,1:09.1,,**,1-1,35.3,2.5,1,446(+2),,,,[東] 増沢末夫,大城敬三,700.0,200706050207
2,7,9,アポロフェニックス,牡2,55,柴田善臣,1:09.2,1/2,**,3-3,35.2,4.4,2,474(0),,,,[東] 柴崎勇,アポロサラブレッドクラブ,280.0,200706050207
3,4,4,マイネアルデュール,牝2,54,松岡正海,1:09.2,クビ,**,3-3,35.2,10.3,5,454(+4),,,,[東] 相沢郁,サラブレッドクラブ・ラフィアン,180.0,200706050207
4,6,7,レイクエルフ,牡2,55,菊沢隆徳,1:09.4,1.1/2,**,2-2,35.5,5.7,4,440(+14),,,,[東] 手塚貴久,ルーラル・オカダ,110.0,200706050207
5,6,8,スイートカルタゴ,牝2,54,木幡初広,1:09.5,1/2,**,6-6,35.0,38.3,7,476(+2),,,,[東] 石毛善彦,シンボリ牧場,70.0,200706050207
6,2,2,トーセンジークレフ,牡2,55,石橋脩,1:09.8,1.3/4,**,7-7,35.1,17.5,6,502(+4),,,,[東] 斎藤宏,島川隆哉,,200706050207
7,5,5,オリヒメチャーム,牝2,52,田中博康,1:10.1,1.3/4,**,10-10,35.0,69.4,8,438(0),,,,[東] 上原博之,臼田浩義,,200706050207
8,8,11,エスペシアル,牝2,54,鮫島良太,1:10.1,ハナ,**,9-9,35.2,100.6,9,456(-2),,,,[東] 伊藤伸一,矢野喜代春,,200706050207
9,7,10,マルタカラッキー,牡2,55,吉田隼人,1:10.2,1/2,**,3-5,36.2,4.4,3,456(-2),,,,[東] 清水美波,高橋義和,,200706050207
10,5,6,アルペンリリー,牝2,54,勝浦正樹,1:10.4,1.1/2,**,11-11,35.2,218.5,11,430(-6),,,,[東] 石毛善彦,栗本博晴,,200706050207
11,1,1,ハピネスデスネ,牝2,54,張田京,1:10.5,3/4,**,7-7,35.8,139.4,10,472(0),,,,[地] 山浦武,小高裕樹,,200706050207
12,8,12,タケデンスキップ,牝2,54,伊藤直人,1:11.2,4,**,11-11,36.0,271.3,12,426(-4),,,,[東] 小林常泰,武市進吾,,200706050207
