着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020311
1,8,13,メイショウトウコン,牡4,57,武幸四郎,1:44.6,,**,9-9-7-7,36.5,2.3,1,448(-2),,,,[西] 安田伊佐,松本好雄,1511.5,200601020311
2,2,2,セルフリスペクト,牡5,57,四位洋文,1:45.0,2.1/2,**,2-2-2-1,37.4,17.7,6,502(+2),,,,[東] 鈴木伸尋,臼田浩義,599.0,200601020311
3,7,11,ビッグクラウン,牡5,57,柴山雄一,1:45.1,3/4,**,2-3-3-2,37.4,3.7,2,502(+4),,,,[西] 南井克巳,フジワラ・ファーム,374.5,200601020311
4,7,10,アドマイヤメガミ,牝4,55,岩田康誠,1:45.2,1/2,**,12-12-12-9,36.8,26.6,9,454(-2),,,,[西] 松田博資,近藤利一,220.0,200601020311
5,8,12,ユースフルデイズ,牡4,57,津村明秀,1:45.6,2.1/2,**,9-9-4-4,37.7,13.4,5,514(-6),,,,[東] 二ノ宮敬,社台レースホース,148.0,200601020311
6,1,1,シベリアンホビー,牡4,57,菊沢隆徳,1:45.6,ハナ,**,4-4-4-4,37.8,12.4,4,496(+8),,,,[東] 手塚貴久,藤田与志男,,200601020311
7,5,7,イズミデヒア,牡4,57,五十嵐冬,1:45.7,3/4,**,6-7-9-8,37.5,34.7,10,528(+2),,,,[西] 古川平,北村実地子,,200601020311
8,6,9,ホーマンブラヴォー,牡4,57,藤岡佑介,1:45.8,1/2,**,9-11-9-11,37.6,21.1,7,486(0),,,,[西] 安田隆行,久保久人,,200601020311
9,4,5,リワードパットン,牡5,57,池添謙一,1:45.9,1/2,**,13-13-12-12,37.5,71.4,11,460(-8),,,,[東] 藤原辰雄,宮崎忠比古,,200601020311
10,3,3,ワンダーホープ,牡6,57,松田大作,1:45.9,ハナ,**,8-8-9-9,37.7,76.6,13,454(-2),,,,[西] 梅内忍,山本信行,,200601020311
11,6,8,ビューティフルアイ,牝6,55,小林徹弥,1:46.5,3.1/2,**,6-6-7-12,38.5,74.1,12,464(+6),,,,[西] 橋本寿正,グリーンテック,,200601020311
12,4,4,オメガエンドレス,牡4,57,藤田伸二,1:46.6,3/4,**,1-1-1-2,39.0,7.1,3,460(-2),,,,[東] 加藤征弘,原礼子,,200601020311
13,5,6,マルブツシルヴァー,牡4,57,本田優,1:46.7,3/4,**,4-4-4-4,38.8,23.2,8,534(+2),,,,[西] 加用正,大澤毅,,200601020311
