着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020301
1,1,1,レオセレナーデ,牝3,53,大野拓弥,1:49.2,,**,1-1-1-1,40.3,183.0,13,490(0),,,,[東] 平井雄二,レオ,500.0,200703020301
2,4,7,ホウヨウメイン,牝3,54,柴田善臣,1:49.3,3/4,**,6-6-5-6,39.9,3.9,2,432(-8),,,,[東] 堀宣行,豊洋牧場,200.0,200703020301
3,8,15,サクラブルーム,牝3,54,石橋脩,1:49.4,クビ,**,4-4-3-2,40.3,13.1,5,480(0),,,,[東] 伊藤圭三,さくらコマース,130.0,200703020301
4,2,2,コウヨウオラリア,牝3,54,安藤光彰,1:49.7,1.3/4,**,2-2-2-2,40.7,24.1,7,464(+6),,,,[東] 山田要一,寺内正光,75.0,200703020301
5,6,10,ラヴリーアクション,牝3,54,吉田隼人,1:49.7,ハナ,**,2-2-3-4,40.6,2.5,1,482(-6),,,,[東] 秋山雅一,社台レースホース,50.0,200703020301
6,7,12,サザンジュエリー,牝3,54,村田一誠,1:49.9,1.1/4,**,4-4-5-4,40.6,69.0,11,450(0),,,,[西] 加用正,南波壽,,200703020301
7,4,6,トーセンスマッシュ,牝3,54,松岡正海,1:50.0,クビ,**,12-11-11-8,40.1,4.9,3,446(+16),,,,[東] 国枝栄,島川隆哉,,200703020301
8,5,9,セレブレイトコール,牝3,51,宮崎北斗,1:50.2,1.1/2,**,7-6-5-6,40.8,93.3,12,466(+10),,,,[東] 柴崎勇,社台レースホース,,200703020301
9,3,5,ローザヴィー,牝3,54,武士沢友,1:50.3,3/4,**,10-10-11-10,40.3,19.4,6,428(0),,,,[東] 保田一隆,ミルファーム,,200703020301
10,5,8,フサイチセレーネ,牝3,54,吉田豊,1:50.5,1,**,13-13-8-8,40.8,39.7,10,458(0),,,,[東] 戸田博文,関口房朗,,200703020301
11,8,14,ヒカルシルエット,牝3,54,後藤浩輝,1:50.6,3/4,**,15-14-14-13,40.3,37.3,9,494(0),,,,[東] 栗田博憲,高橋光,,200703020301
12,3,4,ハッピーアワード,牝3,51,的場勇人,1:51.0,2.1/2,**,7-8-8-10,41.3,276.1,15,440(-14),,,,[東] 手塚貴久,下河辺隆行,,200703020301
13,2,3,マッチザヴィアーレ,牝3,54,蛯名正義,1:51.3,1.3/4,**,7-8-8-12,41.6,8.9,4,488(0),,,,[東] 萩原清,サンデーレーシング,,200703020301
14,7,13,ボウレジュ,牝3,54,田中勝春,1:51.5,1.1/4,**,10-11-11-13,41.6,35.6,8,412(+2),,,,[西] 浅見秀一,小菅定雄,,200703020301
15,6,11,サザリー,牝3,54,二本柳壮,1:53.6,大,**,14-14-15-15,42.5,192.2,14,458(0),,,,[東] 小桧山悟,柴原榮,,200703020301
