着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030801
1,4,8,ヤマニンノベリスト,牝3,54,藤田伸二,1:26.2,,**,11-10,38.2,11.7,5,450(+8),,,,[東] 田村康仁,土井肇,500.0,200705030801
2,6,12,トキノミスオース,牝3,54,坂井英光,1:26.2,アタマ,**,6-6,38.9,4.1,2,516(0),,,,[東] 小笠倫弘,田中久續,200.0,200705030801
3,4,7,アスクデピュティ,牝3,54,横山典弘,1:26.9,4,**,14-14,37.5,19.4,7,454(+2),,,,[東] 伊藤正徳,廣崎利洋,130.0,200705030801
4,7,14,アワーオアシス,牝3,54,松岡正海,1:27.5,3.1/2,**,4-4,40.3,16.2,6,488(-6),,,,[東] 栗田博憲,ターフ・スポート,75.0,200705030801
5,3,6,ショウナンワイズ,牝3,54,吉田隼人,1:27.6,3/4,**,1-1,40.8,3.9,1,452(+2),,,,[東] 戸田博文,国本哲秀,50.0,200705030801
6,1,1,ワイメア,牝3,54,後藤浩輝,1:28.2,3.1/2,**,2-2,41.4,39.3,11,466(0),,,,[東] 武藤善則,佐藤敏夫,,200705030801
7,2,4,ロイヤルタバスコ,牝3,54,武豊,1:28.2,ハナ,**,3-3,41.2,4.5,3,472(0),,,,[東] 藤沢和雄,細川祐季子,,200705030801
8,2,3,ダンシングノーヴァ,牝3,54,江田照男,1:29.3,7,**,8-7,41.4,108.3,13,468(0),,,,[東] 田村康仁,三嶋牧場,,200705030801
9,5,9,フランシール,牝3,51,田中博康,1:29.4,1/2,**,8-7,41.5,20.8,8,458(-14),,,,[東] 後藤由之,岡田牧雄,,200705030801
10,6,11,マイムマイム,牝3,54,蛯名正義,1:29.5,3/4,**,4-4,42.3,6.7,4,420(-2),,,,[東] 谷原義明,田島榮二郎,,200705030801
11,5,10,グラスティアラ,牝3,53,塚田祥雄,1:29.6,クビ,**,12-12,40.9,114.3,14,450(0),,,,[東] 大江原哲,伊東純一,,200705030801
12,8,16,カネコメスパークー,牝3,54,的場直之,1:29.7,3/4,**,13-13,40.6,104.4,12,468(+8),,,,[東] 浅野洋一,高岡義雄,,200705030801
13,7,13,ベルモントムーラン,牝3,54,武士沢友,1:30.1,2.1/2,**,7-7,42.2,29.4,10,472(+4),,,,[東] 中野渡清,ベルモントファーム,,200705030801
14,3,5,クレバージーン,牝3,54,加藤士津,1:30.8,4,**,16-16,39.7,280.9,16,460(0),,,,[東] 加藤和宏,田邉正明,,200705030801
15,8,15,ウェーブガール,牝3,54,福永祐一,1:31.3,3,**,15-15,40.8,23.9,9,442(0),,,,[東] 萱野浩二,四方堂第五郎,,200705030801
16,1,2,タネノエンジェル,牝3,54,北村宏司,1:31.8,3,**,8-11,43.3,120.7,15,458(0),,,,[東] 古賀慎明,種村良平,,200705030801
