着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030203
1,4,7,オメガグッドラック,牝3,54,蛯名正義,2:05.0,,**,8-8-8-6,37.1,2.4,1,488(0),,,,[東] 高橋祥泰,原礼子,500.0,200706030203
2,2,4,コスモリリー,牝3,54,柴山雄一,2:05.0,ハナ,**,2-2-2-1,37.5,17.8,6,410(-2),,,,[東] 畠山吉宏,ビッグレッドファーム,200.0,200706030203
3,1,1,ウェンブリー,牝3,54,北村宏司,2:05.1,3/4,**,5-5-5-4,37.3,9.6,4,438(-2),,,,[東] 小笠倫弘,渡邊隆,130.0,200706030203
4,3,5,チャイニーズフレア,牝3,54,藤田伸二,2:05.1,ハナ,**,5-5-5-4,37.3,4.4,3,462(-6),,,,[東] 戸田博文,サンデーレーシング,75.0,200706030203
5,6,12,スペシャルウィッチ,牝3,54,吉田豊,2:05.3,1,**,15-14-15-13,36.6,17.4,5,412(-8),,,,[東] 奥平雅士,サンデーレーシング,50.0,200706030203
6,8,16,コスモビートアウト,牝3,51,田中博康,2:05.4,3/4,**,12-12-12-10,37.0,49.8,7,424(+10),,,,[東] 矢野進,ビッグレッドファーム,,200706030203
7,7,14,ヒカルダイヤモンド,牝3,54,松岡正海,2:05.5,3/4,**,4-4-4-3,37.8,3.4,2,460(0),,,,[東] 栗田博憲,高橋光,,200706030203
8,7,15,マイスイートハート,牝3,54,津村明秀,2:05.7,1.1/4,**,16-16-15-10,37.0,127.6,10,432(+4),,,,[東] 高木登,高木競走馬育成牧場,,200706030203
9,6,11,ファインスマイル,牝3,54,江田照男,2:05.9,1.1/2,**,9-9-9-8,37.8,60.7,8,462(+2),,,,[東] 矢野照正,井山登,,200706030203
10,1,2,ウエスタンファイン,牝3,54,郷原洋司,2:06.0,3/4,**,1-1-1-2,38.6,105.1,9,448(-8),,,,[東] 郷原洋行,西川賢,,200706030203
11,7,13,クイーンオブザメイ,牝3,54,菊沢隆徳,2:06.1,1/2,**,16-16-17-17,37.1,154.4,12,444(-6),,,,[東] 坂本勝美,サンデーレーシング,,200706030203
12,5,9,ヨシアイビーム,牝3,54,大庭和弥,2:06.1,アタマ,**,12-12-13-16,37.6,693.3,18,404(-20),,,,[東] 浅野洋一,田辺喜彦,,200706030203
13,2,3,ナイキアムール,牝3,53,鮫島良太,2:06.8,4,**,9-9-10-13,38.6,157.1,15,454(-6),,,,[東] 古賀史生,小野誠治,,200706030203
14,5,10,ダイワマドンナ,牝3,54,和田竜二,2:06.9,クビ,**,14-14-13-13,38.4,156.6,14,430(+4),,,,[東] 佐藤吉勝,大城敬三,,200706030203
15,4,8,マツノミドリ,牝3,54,安藤光彰,2:07.2,1.3/4,**,18-18-18-18,37.5,530.2,16,422(+20),,,,[東] 菊川正達,橘倍男,,200706030203
16,8,17,ボストンエンプレス,牝3,54,村田一誠,2:07.3,3/4,**,9-11-10-10,39.1,598.7,17,456(-6),,,,[東] 嶋田功,ボストンホース,,200706030203
17,8,18,サクラヴィッキー,牝3,54,石橋脩,2:07.8,3,**,5-5-5-8,40.0,135.6,11,460(-6),,,,[東] 伊藤圭三,さくらコマース,,200706030203
18,3,6,シルキーキュート,牝3,54,武士沢友,2:07.8,ハナ,**,2-2-2-7,40.2,155.0,13,468(-16),,,,[東] 保田一隆,シルク,,200706030203
