着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805050508
1,5,8,マルブツシルヴァー,牡6,60,熊沢重文,3:41.0,,,3-3-1-1,13.4,3.0,1,540(-4),,,,[西] 加用正,大澤毅,1831.5,200805050508
2,4,6,トーセンセレニティ,牝5,58,宗像徹,3:41.2,1.1/4,,11-10-5-2,13.4,87.3,12,452(-6),,,,[東] 加藤征弘,島川隆哉,729.0,200805050508
3,7,12,バンブートヨタ,牡5,60,白浜雄造,3:42.0,5,,8-9-3-5,13.5,17.2,8,484(-16),,,,[西] 谷潔,バンブー牧場,454.5,200805050508
4,3,3,ホットビスティー,牡4,60,五十嵐雄,3:42.1,クビ,,6-7-8-8,13.5,165.0,14,500(0),,,,[東] 藤原辰雄,ビスティーズホースユニオン,270.0,200805050508
5,3,4,マーブルジーン,牡4,60,小坂忠士,3:42.2,1/2,,4-5-2-3,13.5,11.8,6,466(-6),,,,[西] 田所清広,下村直,180.0,200805050508
6,2,2,オープンガーデン,牡4,60,江田勇亮,3:42.6,2.1/2,,12-12-11-10,13.5,18.5,9,488(+8),,,,[東] 郷原洋行,吉橋計,,200805050508
7,1,1,タガノデンジャラス,牡6,60,高田潤,3:42.8,1.1/4,,4-3-6-8,13.5,4.8,2,464(-2),,,,[西] 松田博資,八木良司,,200805050508
8,8,13,ジュラナスリング,牡8,60,横山義行,3:42.8,ハナ,,6-7-9-5,13.5,11.3,5,454(+10),,,,[東] 松山康久,サンデーレーシング,,200805050508
9,8,14,クルワザード,牡6,62,田中剛,3:42.8,アタマ,,2-2-6-7,13.5,5.8,3,464(0),,,,[西] 作田誠二,ヒダカ・ブリーダーズ・ユニオン,,200805050508
10,7,11,マックスチャンプ,牡7,60,西谷誠,3:42.9,クビ,,10-10-11-12,13.5,7.7,4,488(-4),,,,[西] 梅田智之,田所英子,,200805050508
11,4,5,ジュレップ,セ7,60,矢原洋一,3:42.9,ハナ,,12-12-13-13,13.5,58.9,11,476(+24),,,,[東] 小西一男,サンデーレーシング,,200805050508
12,5,7,ウォーライクトニー,牡8,60,山本康志,3:43.3,2.1/2,,8-5-9-10,13.5,16.6,7,478(0),,,,[東] 小笠倫弘,社台レースホース,,200805050508
13,6,10,ハイヤーザンヘブン,牡7,62,金子光希,3:45.3,大,,1-1-4-3,13.7,40.1,10,482(0),,,,[東] 高橋義博,関駿也,,200805050508
中,6,9,ラドランデンジャー,牡6,60,浜野谷憲,,,,,,94.6,13,500(-14),,,,[東] 鈴木伸尋,村中徳広,,200805050508
