着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030207
1,4,7,カシノリボン,牝3,53,岩部純二,1:08.4,,**,1-1,34.6,3.9,2,476(+2),,,,[東] 天間昭一,柏木務,730.0,200803030207
2,1,1,アルティマトゥーレ,牝4,54,三浦皇成,1:08.4,クビ,**,4-4,34.4,3.5,1,488(+30),,,,[東] 奥平雅士,社台レースホース,290.0,200803030207
3,3,6,ディスパージョン,牝4,52,宮崎北斗,1:08.9,3,**,6-5,34.8,4.9,3,462(-10),,,,[東] 高市圭二,ヒダカ・ブリーダーズ・ユニオン,180.0,200803030207
4,2,3,ゼットファースト,牡4,57,津村明秀,1:09.0,3/4,**,8-7,34.7,29.3,9,494(-6),,,,[西] 田所清広,フォーレスト,110.0,200803030207
5,7,14,コパノシンオー,牡3,54,藤岡康太,1:09.1,1/2,**,16-16,34.3,15.3,6,440(-6),,,,[東] 武藤善則,小林祥晃,73.0,200803030207
6,7,13,ホリノティアラ,牝3,53,江田照男,1:09.2,クビ,**,2-2,35.3,6.8,4,460(0),,,,[東] 菅原泰夫,堀川義雄,,200803030207
7,6,12,ブルーアース,セ3,52,荻野琢真,1:09.5,1.3/4,**,2-2,35.6,13.7,5,478(-4),,,,[西] 大久保龍,ブルーマネジメント,,200803030207
8,1,2,サチノオリーブ,牝4,55,安藤光彰,1:09.5,ハナ,**,12-13,35.0,273.5,16,444(+8),,,,[東] 嶋田潤,佐藤幸彦,,200803030207
9,2,4,アトス,牡5,57,木幡初広,1:09.6,1/2,**,15-15,35.0,131.6,14,444(-2),,,,[東] 内藤一雄,鈴木芳夫,,200803030207
10,5,9,マイグッドフェロー,牡4,54,丸田恭介,1:09.6,ハナ,**,12-13,35.1,102.9,13,452(+4),,,,[東] 浅野洋一,小野博郷,,200803030207
11,4,8,チチブヨマツリ,牝3,53,大庭和弥,1:09.7,3/4,**,10-10,35.3,40.7,11,448(+6),,,,[東] 西塚安夫,島田久,,200803030207
12,8,15,エースデヨバン,牡6,57,太宰啓介,1:09.7,クビ,**,12-10,35.2,15.4,7,460(-4),,,,[西] 田所秀孝,ターフ・スポート,,200803030207
13,5,10,クロスホーリー,牡4,57,郷原洋司,1:09.7,ハナ,**,10-10,35.3,68.0,12,478(+2),,,,[東] 郷原洋行,佐々木徹,,200803030207
14,3,5,セントエドワード,牡3,55,中舘英二,1:09.8,クビ,**,6-5,35.7,24.6,8,516(-2),,,,[西] 小崎憲,齋藤文男,,200803030207
15,6,11,ショウナンタイトル,牡5,57,勝浦正樹,1:10.2,2.1/2,**,8-7,36.0,39.1,10,500(+4),,,,[東] 大久保洋,国本哲秀,,200803030207
16,8,16,コスモグラマラス,牝3,50,黛弘人,1:10.7,3,**,4-7,36.7,178.2,15,460(-14),,,,[東] 稲葉隆一,ビッグレッドファーム,,200803030207
