着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050107
1,7,13,パープルストック,牝3,54,木幡初広,1:11.2,,**,4-4,37.4,49.7,9,474(-4),,,,[東] 高橋祥泰,臼田浩義,1050.0,200706050107
2,2,3,ブラックシャドウ,牡4,57,横山義行,1:11.4,1.1/4,**,4-4,37.5,14.3,4,546(+6),,,,[東] 田中清隆,田畑法賢,420.0,200706050107
3,7,14,ディオスクロイ,牡3,56,松岡正海,1:11.6,1.1/4,**,8-8,37.4,2.3,1,496(+12),,,,[東] 手塚貴久,サンデーレーシング,260.0,200706050107
4,1,2,クリアエンデバー,牡7,57,吉田豊,1:11.6,アタマ,**,8-6,37.4,29.0,7,530(+4),,,,[東] 大久保洋,大原詔宏,160.0,200706050107
5,1,1,ゼンノスカイブルー,牡4,57,宗像徹,1:11.6,アタマ,**,1-1,38.2,34.1,8,564(+2),,,,[東] 土田稔,大迫久美子,105.0,200706050107
6,4,8,ジェイケイボストン,セ4,57,北村宏司,1:11.7,クビ,**,10-8,37.3,10.1,3,516(+6),,,,[東] 坂本勝美,小谷野次郎,,200706050107
7,6,12,セトノヒット,牡6,57,勝浦正樹,1:11.7,クビ,**,14-14,37.1,19.1,5,480(-2),,,,[西] 西園正都,難波経雄,,200706050107
8,6,11,メジロターキッシュ,牝5,55,菊沢隆徳,1:11.8,クビ,**,14-12,37.2,140.8,13,486(-6),,,,[東] 高橋裕,メジロ牧場,,200706050107
9,5,10,スマートエッジ,セ7,57,蛯名正義,1:12.0,1.1/4,**,10-12,37.6,26.8,6,446(-6),,,,[東] 佐々木亜,大川徹,,200706050107
10,8,16,フジヤマスウィープ,牡4,57,江田照男,1:12.1,クビ,**,6-8,38.0,71.8,10,506(+18),,,,[西] 森秀行,藤本龍也,,200706050107
11,3,5,ザップトウショウ,牝6,55,小林淳一,1:12.1,ハナ,**,6-6,38.1,208.4,16,498(+14),,,,[東] 土田稔,トウショウ産業,,200706050107
12,4,7,トワイニングイモン,牡5,57,南田雅昭,1:12.1,ハナ,**,10-8,37.8,106.4,12,478(+4),,,,[東] 南田美知,井門敏雄,,200706050107
13,8,15,ソロソログランプリ,牡3,56,ルメール,1:12.2,1/2,**,2-2,38.8,2.5,2,480(-12),,,,[西] 矢作芳人,グランプリ,,200706050107
14,3,6,アタゴビッグマン,牡7,57,小野次郎,1:12.4,1.1/2,**,16-16,37.1,144.6,14,548(+28),,,,[東] 中野栄治,坪野谷和平,,200706050107
15,2,4,レオフォーレンス,牝6,55,吉田隼人,1:12.5,クビ,**,3-2,39.0,73.5,11,482(+12),,,,[東] 萱野浩二,レオ,,200706050107
16,5,9,バードントロフィー,牡6,57,柴山雄一,1:13.8,8,**,10-14,39.5,152.0,15,496(-6),,,,[東] 天間昭一,ヒダカ・ブリーダーズ・ユニオン,,200706050107
