着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706020810
1,5,10,キングストレイル,牡5,56,田中勝春,1:33.6,,**,7-8-6,35.7,4.5,2,508(-6),,,,[東] 藤沢和雄,サンデーレーシング,2435.0,200706020810
2,2,4,インセンティブガイ,牡6,56,四位洋文,1:33.6,クビ,**,5-2-3,36.3,12.0,4,468(-4),,,,[西] 角居勝彦,齊藤四方司,970.0,200706020810
3,8,15,マイネルレコルト,牡5,56,吉田隼人,1:33.7,1/2,**,8-10-10,35.5,14.0,6,486(+22),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,605.0,200706020810
4,4,8,ブラックカフェ,牡7,55,横山典弘,1:33.7,アタマ,**,15-5-3,36.2,26.9,9,494(+8),,,,[東] 小島太,西川光一,360.0,200706020810
5,1,1,ニシノデュー,牡6,55,吉田豊,1:33.8,1/2,**,2-1-1,36.6,5.7,3,490(-4),,,,[西] 河内洋,西山茂行,240.0,200706020810
6,1,2,グランリーオ,牡7,56,武士沢友,1:33.9,クビ,**,10-8-9,35.9,155.9,13,522(+2),,,,[東] 笹倉武久,田中晴夫,,200706020810
7,4,7,グレイトジャーニー,牡6,57,蛯名正義,1:33.9,クビ,**,10-13-10,35.3,2.4,1,468(-2),,,,[西] 池江泰郎,ノースヒルズマネジメント,,200706020810
8,2,3,ニシノシタン,牡7,56,田辺裕信,1:34.0,クビ,**,5-6-6,36.2,91.7,12,528(+18),,,,[東] 浅野洋一,西山茂行,,200706020810
9,6,12,ダイワバンディット,牡6,57,柴田善臣,1:34.1,3/4,**,4-6-6,36.4,15.0,7,502(0),,,,[東] 増沢末夫,大城敬三,,200706020810
10,5,9,スズノマーチ,牡7,56,北村宏司,1:34.1,クビ,**,10-12-13,35.7,25.7,8,498(+4),,,,[東] 藤沢和雄,小紫芳夫,,200706020810
11,8,16,マイネルハーティー,牡5,55,木幡初広,1:34.1,ハナ,**,16-16-15,34.7,44.5,10,492(+2),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,,200706020810
12,7,14,ロードマジェスティ,牡5,56,柴山雄一,1:34.1,ハナ,**,10-14-13,35.4,76.7,11,500(+2),,,,[西] 山内研二,ロードホースクラブ,,200706020810
13,3,5,マヤノシャドー,牡8,55,中舘英二,1:34.2,クビ,**,8-10-10,35.9,198.9,14,450(-8),,,,[西] 坂口正大,田所英子,,200706020810
13,6,11,コイウタ,牝4,55,松岡正海,1:34.2,同着,**,3-2-5,36.8,13.4,5,472(+4),,,,[東] 奥平雅士,前川企画,,200706020810
15,7,13,ロイヤルキャンサー,牡9,56,江田照男,1:35.2,6,**,1-2-2,37.9,209.1,15,466(-2),,,,[西] 森秀行,井澤健,,200706020810
16,3,6,アタゴハヤブサ,牡4,55,村田一誠,1:36.4,7,**,10-14-16,37.7,471.7,16,480(+15),,,,[東] 中野栄治,坪野谷和平,,200706020810
