着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803020703
1,4,8,イサミチェリー,牡3,53,千葉直人,1:10.3,,**,9-9,35.4,5.4,2,442(+2),,,,[西] 領家政蔵,前田哲郎,500.0,200803020703
2,7,13,エムオーヒーロー,牡3,56,柴田善臣,1:10.4,1/2,**,5-4,36.1,2.6,1,428(-6),,,,[東] 清水英克,大浅貢,200.0,200803020703
3,5,9,ディーエスファジー,牡3,56,石橋脩,1:10.7,2,**,2-1,36.6,19.6,8,458(0),,,,[東] 柴田政人,秋谷壽之,130.0,200803020703
4,3,6,フェミニンワイルド,牝3,54,武士沢友,1:11.0,1.3/4,**,5-4,36.6,51.1,13,460(-2),,,,[東] 中野渡清,シルク,75.0,200803020703
5,6,12,フクノブリング,牡3,56,吉田豊,1:11.0,アタマ,**,9-10,36.2,13.1,5,444(+2),,,,[東] 嶋田潤,小沼博,50.0,200803020703
6,8,16,ブラボーデイ,牡3,56,柴山雄一,1:11.2,1.1/2,**,15-15,35.4,28.2,11,428(-4),,,,[東] 堀宣行,島田高樹,,200803020703
7,2,4,ピースオブホープ,牡3,56,中舘英二,1:11.3,1/2,**,2-4,37.2,5.9,3,474(-2),,,,[西] 長浜博之,畑佐博,,200803020703
8,7,14,フジマサボーイ,牡3,53,黛弘人,1:11.3,クビ,**,12-11,36.3,47.9,12,468(-4),,,,[東] 菊川正達,藤原正一,,200803020703
9,5,10,シンメトリーアート,牡3,56,松岡正海,1:11.4,クビ,**,12-13,36.4,26.0,10,474(+2),,,,[西] 崎山博樹,角家弘志,,200803020703
10,3,5,コスモドリーミン,牝3,54,吉田隼人,1:11.4,クビ,**,5-4,37.0,17.1,7,414(0),,,,[東] 平井雄二,ビッグレッドファーム,,200803020703
11,8,15,ヴィクトリアブルー,牝3,53,田中博康,1:11.5,3/4,**,2-3,37.4,54.9,14,478(+12),,,,[東] 鈴木伸尋,ブルーマネジメント,,200803020703
12,6,11,マリークラレット,牝3,54,鷹野宏史,1:11.6,クビ,**,14-14,36.3,198.6,15,426(-2),,,,[東] 小桧山悟,柴原榮,,200803020703
13,2,3,ショウグンエース,牡3,56,江田照男,1:12.6,6,**,8-8,38.1,16.1,6,462(-4),,,,[東] 大江原哲,西村豊,,200803020703
14,1,2,ヒロコ,牝3,54,田中勝春,1:12.8,1.1/4,**,1-2,38.7,11.2,4,432(+4),,,,[東] 根本康広,馬場幸廣,,200803020703
15,1,1,デュークレジェンド,セ3,56,二本柳壮,1:13.0,1.1/4,**,9-11,38.1,22.9,9,436(0),,,,[東] 後藤由之,富士開発,,200803020703
16,4,7,タケデンパイン,牝3,54,高橋智大,1:13.9,5,**,15-16,38.1,361.9,16,430(0),,,,[東] 高橋義博,武市弘,,200803020703
