着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020301
1,8,13,ニシノシズル,牝3,54,内田博幸,1:18.6,,**,3-2,36.8,1.8,1,440(-2),,,,[東] 清水英克,西山茂行,500.0,200805020301
2,7,11,トーセンバスケット,牝3,54,加藤士津,1:18.9,1.3/4,**,10-12,36.2,13.7,6,502(+4),,,,[東] 加藤和宏,島川隆哉,200.0,200805020301
3,3,4,ボンジュールソノコ,牝3,54,戸崎圭太,1:18.9,ハナ,**,1-1,37.3,20.4,7,458(+2),,,,[東] 奥平雅士,田中善次郎,130.0,200805020301
4,1,1,サマーミッドナイト,牝3,54,津村明秀,1:19.1,1.1/4,**,4-3,37.1,8.0,4,430(+4),,,,[東] 稲葉隆一,セゾンレースホース,75.0,200805020301
5,5,7,サラノコジーン,牝3,54,松岡正海,1:19.1,クビ,**,7-7,36.8,7.8,3,474(+6),,,,[東] 相沢郁,神田紘爾,50.0,200805020301
6,4,6,ヒロコ,牝3,54,田中勝春,1:19.2,クビ,**,7-7,36.9,70.9,10,432(+14),,,,[東] 根本康広,馬場幸廣,,200805020301
7,2,2,ラグーナベルデ,牝3,54,武士沢友,1:19.5,1.3/4,**,12-10,37.0,13.2,5,446(-4),,,,[東] 武市康男,ミルファーム,,200805020301
8,7,12,カシマジュリアン,牝3,51,黛弘人,1:19.8,1.3/4,**,4-3,37.9,249.6,14,408(-2),,,,[東] 佐藤全弘,松浦一久,,200805020301
9,4,5,トウカイオペラ,牝3,54,柴山雄一,1:19.9,3/4,**,10-10,37.3,124.1,11,428(+7),,,,[東] 成島英春,内村正則,,200805020301
10,3,3,マイミカプリンセス,牝3,54,後藤浩輝,1:20.1,1.1/4,**,4-6,38.0,7.4,2,488(-8),,,,[東] 高橋裕,尾上松壽,,200805020301
11,6,9,スリーマインド,牝3,54,北村宏司,1:20.4,2,**,13-13,37.5,127.2,12,482(+6),,,,[東] 鹿戸雄一,村椿正晃,,200805020301
12,8,14,アクトレスシチー,牝3,54,柴田善臣,1:21.0,3.1/2,**,7-7,38.7,30.0,8,436(+2),,,,[東] 成島英春,友駿ホースクラブ,,200805020301
13,5,8,カノコマチ,牝3,54,坂井英光,1:26.7,大,**,2-3,44.7,49.4,9,458(0),,,,[東] 小笠倫弘,中田和宏,,200805020301
中,6,10,オンワードパシオン,牝3,54,郷原洋司,,,**,14-14,,143.0,13,448(0),,,,[東] 柴田政人,オンワード牧場,,200805020301
