着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805050707
1,2,3,リスペクトキャット,牡2,54,三浦皇成,1:37.2,,**,3-5,37.3,12.0,4,476(+2),,,,[東] 相沢郁,吉澤克己,700.0,200805050707
2,5,9,アドバンスウェイ,牡2,55,吉田隼人,1:37.2,クビ,**,10-10,36.5,5.2,2,490(+2),,,,[東] 武藤善則,西川隆士,280.0,200805050707
3,1,1,フェイマステイル,牡2,55,柴田善臣,1:37.3,クビ,**,3-2,37.5,8.8,3,460(+2),,,,[東] 大江原哲,社台レースホース,180.0,200805050707
4,4,6,ゴールドモール,牝2,54,木幡初広,1:38.0,4,**,6-7,37.6,22.8,7,470(0),,,,[東] 清水利章,鈴木芳夫,110.0,200805050707
5,2,2,パーフェクトケン,牡2,55,内田博幸,1:38.3,1.3/4,**,1-1,38.7,1.7,1,476(-2),,,,[東] 萱野浩二,藤田在子,70.0,200805050707
6,8,14,フォーシーズンゴー,牡2,52,丸田恭介,1:38.4,3/4,**,2-2,38.6,142.1,13,502(+12),,,,[西] 松永幹夫,ノースヒルズマネジメント,,200805050707
7,6,10,ケイアイマッシブ,牡2,55,後藤浩輝,1:39.0,3.1/2,**,3-2,39.2,12.8,5,490(0),,,,[東] 南田美知,啓愛義肢材料販売所,,200805050707
8,8,15,ザグ,牡2,55,幸英明,1:39.1,1/2,**,8-7,38.7,77.7,10,426(-6),,,,[東] 堀井雅広,西森鶴,,200805050707
9,7,12,ノアプレミアム,牡2,55,田中勝春,1:39.2,1/2,**,15-15,36.2,55.9,9,452(-8),,,,[東] 天間昭一,佐山公男,,200805050707
10,7,13,スーパーマークン,牡2,55,ルメール,1:39.2,クビ,**,6-6,38.9,16.1,6,446(-10),,,,[西] 森秀行,小田吉男,,200805050707
11,4,7,キタノオハナ,牝2,54,柴山雄一,1:39.4,1,**,12-12,38.1,92.7,11,478(0),,,,[東] 伊藤伸一,吉澤克己,,200805050707
12,6,11,ブラックシルヴァー,牡2,55,小国博行,1:39.9,3,**,13-13,37.8,142.6,14,528(+8),,,,[地] 堂山芳則,黒岩晴男,,200805050707
13,5,8,ワイルドアスリート,牡2,55,五十嵐冬,1:40.1,1.1/2,**,14-14,37.4,94.5,12,490(0),,,,[地] 堂山芳則,池田草龍,,200805050707
14,3,5,セティア,牝2,51,黛弘人,1:40.7,3.1/2,**,10-11,39.9,303.5,15,456(0),,,,[東] 戸田博文,加藤信之,,200805050707
15,3,4,ウィナーズダンス,牝2,54,勝浦正樹,1:41.0,1.3/4,**,8-9,40.5,29.8,8,510(0),,,,[東] 本郷一彦,山口克己,,200805050707
