着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020112
1,6,12,タケデンサンバ,牝4,55,大庭和弥,1:08.4,,**,6-6,34.2,30.6,8,462(+6),,,,[東] 高橋義博,武市弘,740.0,200703020112
2,1,2,ブライティアミラ,牝4,55,田中勝春,1:08.6,1.1/2,**,1-1,35.1,2.4,1,446(0),,,,[東] 菅原泰夫,小林昌志,300.0,200703020112
3,7,14,メイショウヨウザン,牡5,57,松岡正海,1:08.7,クビ,**,4-4,34.7,12.1,5,510(-4),,,,[西] 梅田智之,松本好雄,190.0,200703020112
4,5,10,アポロダヴィンチ,牡3,54,後藤浩輝,1:08.7,クビ,**,4-2,34.8,4.6,2,490(0),,,,[東] 堀井雅広,アポロサラブレッドクラブ,110.0,200703020112
5,4,7,ワンダークラフティ,牡4,57,小野次郎,1:08.8,3/4,**,12-12,34.1,52.3,13,518(-4),,,,[西] 松永幹夫,山本信行,74.0,200703020112
6,2,3,レオベルリン,牡6,57,江田照男,1:09.1,1.3/4,**,6-8,35.0,40.1,10,484(-4),,,,[東] 田子冬樹,田中博之,,200703020112
7,2,4,イットーフレンチ,牝5,54,大野拓弥,1:09.2,1/2,**,6-6,35.1,38.8,9,468(+6),,,,[東] 清水美波,杉山美惠,,200703020112
8,5,9,モエレタイムオン,牡4,57,小林淳一,1:09.3,3/4,**,11-8,34.9,24.1,7,456(-4),,,,[東] 成島英春,栗本博晴,,200703020112
9,3,5,ロードキングダム,牡6,57,田中剛,1:09.5,1,**,12-12,34.9,175.0,16,484(-10),,,,[西] 山内研二,ロードホースクラブ,,200703020112
10,7,13,キーンライアン,牝4,55,村田一誠,1:09.5,ハナ,**,12-15,34.8,40.2,11,450(0),,,,[東] 伊藤伸一,池田豊治,,200703020112
11,4,8,マイネルグロッソ,牡5,57,吉田隼人,1:09.5,ハナ,**,16-15,34.5,5.9,3,518(+2),,,,[東] 清水英克,サラブレッドクラブ・ラフィアン,,200703020112
12,3,6,シルクグラビティー,牡6,57,安藤光彰,1:09.5,クビ,**,9-8,35.2,47.0,12,430(-6),,,,[東] 石毛善彦,シルク,,200703020112
13,1,1,ロードセレブレイト,牡5,57,蛯名正義,1:09.6,クビ,**,9-8,35.3,15.2,6,484(-4),,,,[東] 田中清隆,ロードホースクラブ,,200703020112
14,6,11,マルゼンデピュティ,牡4,57,田辺裕信,1:09.6,クビ,**,12-14,35.0,171.6,15,488(+3),,,,[東] 本郷一彦,橋本善吉,,200703020112
15,8,15,セレスマン,牡3,54,中舘英二,1:09.7,クビ,**,2-2,36.2,10.9,4,488(-4),,,,[東] 和田正道,岡浩二,,200703020112
16,8,16,プラチナティアラ,牝4,52,的場勇人,1:10.0,2,**,3-4,36.3,81.8,14,434(+2),,,,[東] 田子冬樹,江川伸夫,,200703020112
