着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010206
1,4,4,ビーチブリーズ,牝4,53,三浦皇成,0:58.8,,**,2-2,35.8,2.8,1,470(-12),,,,[西] 加用正,吉田照哉,740.0,200801010206
2,3,3,リンリンリン,牡4,57,横山典弘,0:58.8,クビ,**,1-1,36.0,4.6,3,468(-4),,,,[西] 森秀行,榮義則,300.0,200801010206
3,7,9,カシノウェーブ,牡4,54,大江原圭,1:00.0,7,**,4-6,36.4,202.7,12,444(0),,,,[東] 二本柳俊,柏木務,190.0,200801010206
4,6,8,クールラスカル,牡4,57,郷原洋司,1:00.3,2,**,10-9,36.1,176.4,10,456(0),,,,[東] 蛯名信広,川上哲司,110.0,200801010206
5,2,2,オタカラボックス,牝3,52,秋山真一,1:00.3,ハナ,**,11-9,36.0,40.0,8,422(-6),,,,[西] 須貝彦三,小林祥晃,74.0,200801010206
6,5,6,サンクスヘヴン,牡3,54,津村明秀,1:00.3,ハナ,**,3-3,37.0,67.8,9,470(+6),,,,[東] 相沢郁,星野祐介,,200801010206
7,1,1,テイエムカイブツ,セ6,57,柴原央明,1:00.5,1.1/4,**,4-4,37.0,15.3,5,458(+6),,,,[西] 新川恵,竹園正繼,,200801010206
8,8,11,マイティーキラー,牡5,57,小林徹弥,1:00.5,クビ,**,7-6,36.8,16.9,6,500(-4),,,,[西] 宮徹,小川勲,,200801010206
9,7,10,ヒロノグレガ,牡3,54,大野拓弥,1:00.7,3/4,**,8-8,36.8,35.7,7,478(+4),,,,[東] 清水美波,山内広,,200801010206
10,6,7,ラッキーウェイ,牡4,57,菊沢隆徳,1:00.8,3/4,**,9-9,36.8,193.3,11,510(+10),,,,[東] 柄崎孝,佐藤明,,200801010206
11,8,12,アクアリング,牝3,52,藤田伸二,1:01.2,2.1/2,**,4-5,37.7,3.1,2,464(+10),,,,[西] 藤原英昭,社台レースホース,,200801010206
12,5,5,エリモハルカ,牝4,55,四位洋文,1:02.1,5,**,12-12,37.4,6.6,4,494(-2),,,,[西] 沖芳夫,山本敏晴,,200801010206
